PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0EuBd,r1b2rk1/p4ppp/1p2pn2/1q1p4/3P2N1/2P3P1/PPQ2PP1/R3K2R b KQ - 1 17,h7h6 g4f6 g7f6 c2d2 b5b2 d2b2,2527,93,89,274,crushing long middlegame,https://lichess.org/2bx5uwy9/black#34,Rapport-Jobava_System Rapport-Jobava_System_Other_variations
0EuCh,r2r2k1/2q1bp1p/p3p1p1/1p6/3BR3/2P3PQ/PP3P1P/R5K1 w - - 2 19,e4f4 e6e5 f4f7 g8f7,1611,76,94,8046,crushing fork middlegame short,https://lichess.org/ujADGB1H#37,Queens_Pawn_Game Queens_Pawn_Game_Zukertort_Variation
0EuD7,3r1k2/r1pP2pp/2P5/1p6/3RR3/7P/n4PP1/6K1 b - - 0 30,b5b4 e4e8 d8e8 d4f4 f8e7 f4e4,2084,75,89,85,clearance crushing endgame long sacrifice,https://lichess.org/z3ahshvP/black#60,
0EuE6,8/pp2Q1kp/2p3p1/3pp1n1/2P1q3/1P2P3/P2PN3/3K4 b - - 3 36,g7h6 e7f8 h6h5 e2g3 h5g4 g3e4,1210,84,94,1455,endgame,https://lichess.org/kim3Ureb/black#72,
0EuGV,1r1r2k1/3bbppp/3qp3/2B5/p3Q3/P1R5/BPP3PP/5R1K b - - 2 24,d6a6 a2c4 d7c6 c4a6 c6e4 c5e7,1997,76,95,5830,crushing long middlegame,https://lichess.org/1z3uQNtm/black#48,
0EuJI,r4rk1/1p5p/p2p2p1/2pP1p2/2PqP1P1/P2B4/3QK1PP/R4R2 w - - 0 25,a1b1 f5e4 d2e3 e4d3,1487,76,94,9386,crushing middlegame short,https://lichess.org/xR8zhEaJ#49,
0EuJS,8/R5p1/2pk1p2/8/2P1PP1p/1r2BKb1/6P1/8 b - - 1 33,g7g5 c4c5 d6e6 f4f5 e6e5 a7e7,1569,77,96,3911,endgame long mate mateIn3 pillsburysMate,https://lichess.org/d7UAtwH8/black#66,
0EuLY,1R6/6rk/4p3/6Bp/P4Q1P/3q2p1/6P1/7K w - - 0 43,f4f1 d3f1,544,95,75,102,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/nmIBXm1G#85,
0EuLk,4r2k/1R2P2p/p5p1/4p1P1/3n1pB1/8/P4PP1/6K1 b - - 0 33,d4c6 g4d7 e8e7 d7c6 e7b7 c6b7,1349,81,93,5966,crushing endgame fork long,https://lichess.org/eLoiK9zN/black#66,
0EuMU,1Q1b2k1/p4ppp/4p3/q7/Np6/1P4P1/PB2PPKP/3n4 w - - 0 22,b2d4 a5d5 g2g1 d5d4,917,77,90,483,endgame,https://lichess.org/q94xI0JU#43,
0EuOw,2rr1k2/4q1n1/5pQ1/8/1N6/1P6/1P4PP/1K2R3 w - - 0 39,e1e7 d8d1 b1a2 c8a8 e7a7 a8a7 b4a6 a7a6,996,81,73,263,endgame mate mateIn4 veryLong,https://lichess.org/LPmTwnVs#77,
0EuPC,4r3/2qn1k1r/2bpnp2/p1p2N2/4P3/2PP2QP/P4RB1/5RK1 b - - 6 29,e8g8 f5d6 f7f8 f2f6 d7f6 f1f6 h7f7 g3e5 e6d8 d6f7 c7e5 f7e5,2474,79,94,218,crushing deflection discoveredAttack discoveredCheck fork middlegame veryLong,https://lichess.org/2YH0U73o/black#58,
0EuPK,2r3k1/1q6/p2P2p1/4QpNp/1pp4P/6P1/5P1K/8 b - - 4 38,c8d8 e5f6 d8d6 f6d6,2413,78,89,341,crushing endgame short,https://lichess.org/NF2jcs6u/black#76,
0EuPW,2k3r1/ppp5/q3b3/P3pp1Q/8/3P2P1/1PPN2P1/R5K1 b - - 0 39,g8g3 h5e8,1093,78,88,614,endgame mate mateIn1 oneMove,https://lichess.org/j9S9NSwD/black#78,
0EuU6,1r3k2/2q2ppn/2Bp1bnp/2pP4/4Q3/P1B2N1P/1P3PPK/4R3 b - - 1 27,f6c3 e4e8 b8e8 e1e8,971,81,96,204,mate mateIn2 middlegame operaMate sacrifice short,https://lichess.org/WfIqt2jv/black#54,
0EuUs,7k/1b4pp/p7/2b5/4q3/1BP1pR2/PP1r2PP/5Q1K b - - 4 25,e3e2 f3f8 c5f8 f1f8,440,108,97,522,mate mateIn2 middlegame sacrifice short,https://lichess.org/i5TmN74z/black#50,
0EuVv,2r1r1k1/p2R1pp1/R1n1p2p/1p1n4/4Q3/2P2P2/1P3PKP/8 w - - 1 30,e4e2 d5f4 g2f1 f4e2,970,80,90,91,crushing fork middlegame short,https://lichess.org/HhqZieSp#59,
0EuYE,r2q1rk1/ppp2ppp/2n1pn2/3p4/3P4/2PQPNP1/PP3PP1/RN2K2R b KQ - 0 10,f6g4 d3h7,972,80,68,87,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/PzkuGXth/black#20,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
0Eucm,8/1p4k1/4p3/3pPr1p/1Pq4P/5pP1/1Q3P2/4R2K b - - 0 43,f5f4 g3f4 c4f4 e1g1,1161,76,100,201,crushing endgame short,https://lichess.org/9ZgRIRGh/black#86,
0Eudo,8/5Q1p/4P1pk/3q4/8/p5P1/5PKP/8 w - - 1 34,f7f3 d5f3 g2f3 h6g7,1868,75,76,202,crushing defensiveMove endgame master queenEndgame short,https://lichess.org/RuYrTT3K#67,
0Eufr,3r4/p1b1r1k1/1p5p/6p1/P2N2P1/5P2/1PB3P1/3R1K2 b - - 0 32,c7e5 d4f5 g7f6 d1d8,1620,108,67,18,crushing discoveredAttack endgame fork short,https://lichess.org/NJz4Y5Nh/black#64,
0Eul3,6rk/6rp/1p1n4/p1pN1p2/2PbpP2/PP3N1P/2Q1BqP1/3R2RK w - - 11 30,f3d4 g7g2 d4f3 e4f3,2060,81,90,46707,crushing middlegame short,https://lichess.org/7LUpPymY#59,
0Eump,4qr2/3p1rk1/pp1Pp1p1/2p1NpP1/2P1bP2/2P3Q1/PP3KP1/7R w - - 1 35,e5f7 e8f7 g3h2 f7g8,2145,94,85,41,advantage defensiveMove endgame short,https://lichess.org/ig8lT5dd#69,
0EunY,5Rkr/3p2p1/3Pp3/4PpNp/5Pn1/2Q5/1K1B2q1/8 b - - 0 40,g8f8 c3c8,487,92,84,153,endgame master mate mateIn1 oneMove,https://lichess.org/NZBEYDUg/black#80,
0EuoS,3r2k1/1p3ppp/p7/8/1P2nP2/Pq2PK2/2R1Q1PP/2B5 w - - 7 30,f3e4 b3d5,1357,116,100,59,dovetailMate endgame mate mateIn1 oneMove,https://lichess.org/FQ4g3o0h#59,
0Eupw,r5k1/p6R/2r5/2p3K1/3p4/P3p3/1PP5/7R b - - 2 37,a8e8 h7h8 g8f7 h1h7 f7e6 h8e8,1201,75,100,621,crushing deflection endgame exposedKing long rookEndgame,https://lichess.org/Rf7f5aJn/black#74,
0Eurf,8/5pp1/7p/4P3/5P2/K4kPP/8/8 w - - 1 44,a3b4 g7g6 g3g4 f3f4 e5e6 f7e6,2397,75,94,332,crushing endgame long pawnEndgame quietMove,https://lichess.org/Bz1UsUQc#87,
0Euse,4r2k/pp5p/3B3b/2P1Pp2/1P3P2/2P2K1P/P6q/3R1Q2 w - - 5 33,f1f2 h2f4 f3e2 f4e4,2073,85,91,195,crushing endgame short,https://lichess.org/0JT4Je20#65,
0Ev1d,8/5k2/8/6Kp/8/4R3/4p3/6n1 b - - 3 55,g1f3 e3f3 f7e7 f3e3,1322,76,91,1121,crushing endgame hangingPiece short,https://lichess.org/uBeHC1YJ/black#110,
0EvBd,b4r1k/p5pp/1p1N4/2p2p2/P4Q1P/3P2PK/1PP2rR1/R7 b - - 0 28,f2f4 g3f4 a8g2 h3g2,1225,80,73,88,crushing endgame short,https://lichess.org/qrW5qkaK/black#56,
0EvDn,6k1/7p/2q3p1/1p3p2/1P1QpP2/r7/6PP/3R2K1 b - - 1 31,a3c3 d4d8 g8g7 d1d7 c6d7 d8d7,931,78,100,153,crushing endgame long,https://lichess.org/nTQXqLh7/black#62,
0EvIX,7r/6k1/p2p1p2/2pp1Pp1/3Pn3/2P1r3/PPQ3RP/6K1 w - - 0 41,d4c5 e3e1,680,82,100,78,endgame mate mateIn1 oneMove,https://lichess.org/s37IQIxg#81,
0EvIY,2r1r1kb/1b3p1p/2p1p1pB/1p4N1/p3RQ2/P6P/q1P2PP1/4R1K1 b - - 0 26,f7f5 e4e6 e8e6 e1e6 a2a1 g1h2 a1d4 f4c7 h8e5 c7e5 d4e5 e6e5,2562,86,92,2106,crushing middlegame veryLong,https://lichess.org/QmP5rpE7/black#52,
0EvSP,4rrk1/pp2bpp1/3p4/3P4/4Q1bq/3B3P/P1PB2P1/R4R1K b - - 0 23,g4h5 e4h7,579,85,82,230,mate mateIn1 middlegame oneMove,https://lichess.org/b4xJKLQD/black#46,
0EvX7,r5k1/pp3p1p/6p1/8/1r5B/1Pb5/3NRPPP/5RK1 w - - 6 23,f1c1 c3d2 e2d2 b4h4,1566,133,100,43,equality middlegame short,https://lichess.org/aSabYfdk#45,
0EvXY,4k3/p1Q2q2/3P2p1/2P4p/5K1P/8/8/8 w - - 4 41,f4g5 f7c7 d6c7 e8d7 c7c8r d7c8,1886,75,93,1047,crushing endgame long queenEndgame,https://lichess.org/rGrsQqBF#81,
0EvaR,2r2rk1/2q1bpp1/b3p2p/n2pNP2/Pp1Pn1Q1/1PpNP3/2B3PP/R1B2RK1 b - - 2 22,e4d2 f5f6 e7f6 f1f6 a6d3 c2d3,1927,75,91,1456,advantage long middlegame pin,https://lichess.org/vq3lUZUh/black#44,
0Evai,3r3k/pR5p/2pp1qp1/8/1PPQ1Pn1/P5P1/7P/3RrBK1 b - - 6 33,e1f1 g1f1 f6d4 d1d4,1390,78,92,850,advantage hangingPiece middlegame short,https://lichess.org/ceJMkVpY/black#66,
0Evh6,r1b2rk1/pp1n1ppp/2p2b2/6P1/4p3/PP2PN1P/1B1P1PB1/R3K2R w KQ - 0 17,b2f6 e4f3 g2f3 g7f6,1802,76,91,2186,advantage intermezzo middlegame short,https://lichess.org/uWODL7j5#33,English_Opening English_Opening_Anglo-Scandinavian_Defense
0EvhK,3r2k1/p5np/2qNpbp1/2Pp4/5B2/P6P/4QPP1/2R3K1 w - - 2 34,e2b5 d8d6 a3a4 c6b5,1370,94,74,49,advantage master middlegame short,https://lichess.org/K5Hr26f3#67,
0Evia,8/7p/1b4p1/4B3/1P2kPP1/2K5/8/8 w - - 1 44,c3c4 g6g5 e5f6 g5f4,2173,80,91,362,bishopEndgame crushing endgame short,https://lichess.org/CyXqe9Vf#87,
0Evkf,r3kb1r/pp1npppp/2p5/q3Pb2/5P2/2N2N2/PPPQ2PP/2KR1B1R b kq - 4 10,e7e6 d2d7,790,87,79,79,mate mateIn1 oneMove opening,https://lichess.org/NtcB2LfM/black#20,Pirc_Defense Pirc_Defense_Other_variations
0Evq3,4r1k1/pppqn1b1/2bpN1pp/3n4/2B2p2/2P4P/PP3PP1/R2QR1K1 b - - 9 23,g7f6 e6f4 g8h7 f4d5 e7d5 e1e8,2165,75,95,402,advantage long middlegame pin,https://lichess.org/4ngdLvEf/black#46,
0Evs0,r4rk1/pp2R1p1/7p/1n1p1pNQ/7P/8/PqP2PP1/5K1R b - - 0 20,b2c1 e7e1 c1c2 h5g6 h6g5 h4g5 c2c4 f1g1,1780,151,88,14,crushing defensiveMove middlegame sacrifice veryLong,https://lichess.org/oiF9txY3/black#40,
0Evtx,6r1/pbb1k1rp/2p1p3/5p2/8/2N5/PPP2PPP/R2QR1K1 w - - 4 20,d1e2 g7g2 g1f1 g2g1,729,87,99,2000,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/AqkMCO0f#39,
0EvxR,4r2k/1q4pB/3p1b2/6N1/2p2P1n/4B2P/1r3QP1/4RRK1 w - - 5 33,f2h4 b7g2,923,93,95,811,mate mateIn1 middlegame oneMove,https://lichess.org/bmMFW6j1#65,
0EvzB,r4rk1/1bq1bppp/p7/1ppPp3/8/2PQ4/PPB2PPP/R1B1R1K1 b - - 0 16,c5c4 d3h7,1040,79,74,100,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/cdRcOrwg/black#32,Sicilian_Defense Sicilian_Defense_Alapin_Variation
0EvzP,4r1k1/p2q1pp1/1p1b3p/3p1b2/N2Pn3/PQ2PNP1/1P2BPP1/2R3K1 w - - 3 21,b3d5 d6g3 d5d7 g3f2 g1f1 f5d7 c1c7 d7a4,2405,81,83,95,advantage middlegame sacrifice veryLong,https://lichess.org/DvkiTv9y#41,
0Ew0t,2r2rk1/pp1n1pp1/4bn1p/1P1p4/Pq1N4/2N1P3/3QBPPP/R1R3K1 b - - 6 18,f6e4 c3e4 b4d2 e4d2,1417,77,93,1945,crushing middlegame short,https://lichess.org/Mf48tCke/black#36,Polish_Opening Polish_Opening_Baltic_Defense
0Ew5M,r5k1/ppp2ppp/8/3pB3/3P2q1/PBP5/1P3Pb1/R3Q1K1 w - - 1 22,e5g3 g4h3 f2f3 g2f3,1954,78,92,1946,advantage middlegame short,https://lichess.org/OYs9qMua#43,
0Ew6h,8/7p/PkP1B1p1/1n1p2P1/4pP2/4P3/4K3/8 w - - 0 53,e6d5 b5c3 e2f2 c3d5,736,88,76,214,crushing endgame fork short,https://lichess.org/ATI3U7dk#105,
0Ew8N,5r1k/pp2Q1bp/3p2p1/q2N2p1/4P3/P5N1/5PPP/2R3K1 w - - 1 21,c1c7 a5e1 g3f1 e1f2 g1h1 f2f1,1126,77,97,4460,deflection kingsideAttack long mate mateIn3 middlegame,https://lichess.org/Hoyowmc1#41,
0Ew8S,3r3k/p4Qb1/1p6/7p/6q1/3P4/P4PP1/4R1K1 b - - 8 32,d8d3 e1e8 h8h7 f7g8 h7g6 e8e6 g4e6 g8e6,1192,78,95,264,advantage endgame exposedKing veryLong,https://lichess.org/V765Ev8u/black#64,
0Ew9F,1n3rk1/5ppp/p2q4/1p6/8/1B3Q2/PP3PPP/2R3K1 w - - 0 22,b3f7 f8f7 c1c8 f7f8,753,82,67,109,advantage endgame short,https://lichess.org/LD3D6K7j#43,
0Ew9R,1r1r4/R5kp/1p3pp1/1B1qp3/1p2Q3/2pp1NP1/4bP1P/6K1 b - - 1 48,g7h8 e4h4 b8b7 h4f6 h8g8 b5c4 b7a7 f6d8 g8g7 d8d5,2435,90,84,30,crushing kingsideAttack middlegame pin veryLong,https://lichess.org/FkMsVcbr/black#96,
0EwFS,r4k2/ppN5/8/3Qn2q/4P1n1/6B1/PPP2rPP/R5K1 w - - 3 26,c7a8 f2g2 g1g2 g4e3,1837,86,93,62,advantage attraction middlegame sacrifice short,https://lichess.org/4uMQ6AOL#51,
0EwHy,4r1k1/1pq2pp1/6p1/3Rp1Q1/1p6/2r2P1P/PKPR1P2/8 b - - 5 24,e8c8 d5d8 c7d8 d2d8 c8d8 g5d8,872,86,97,973,advantage endgame long,https://lichess.org/NnIOwZes/black#48,
0EwIB,4rrk1/Q1pq1pp1/p2p3p/1p1Pn3/5B2/1P5P/1PP2PP1/3RR1K1 w - - 3 19,a7a6 e8a8 a6b7 f8b8 b7b8 a8b8,1855,76,92,2305,advantage clearance long middlegame trappedPiece,https://lichess.org/JwFXs3m4#37,Vienna_Game Vienna_Game_Stanley_Variation
0EwOK,8/5rk1/2p1pqp1/p2pR3/P2P4/2P1Q3/1P6/6K1 w - - 2 41,e5e6 f6f1 g1h2 f7f2 e3f2 f1f2,1183,83,95,1961,crushing endgame exposedKing long,https://lichess.org/62Fy7cJK#81,
0EwSl,r3k2r/ppq2p1b/2nbpn1p/3pN1p1/3P4/PBN2P1P/1PP3PB/R2Q1RK1 b kq - 4 14,c6e5 c3b5 e5f3 g1h1 d6h2 b5c7,2525,88,84,92,advantage defensiveMove long middlegame,https://lichess.org/xsSVtYjs/black#28,Caro-Kann_Defense Caro-Kann_Defense_Hillbilly_Attack
0EwUh,r3r1k1/p1pp1ppp/b1p5/8/1PPp4/P2Q4/5qPP/R1BK1B1R w - - 6 18,a1b1 e8e1,1467,86,87,1902,mate mateIn1 middlegame oneMove,https://lichess.org/qzxTOSsi#35,Ponziani_Opening Ponziani_Opening_Vukovic_Gambit
0EwXO,5rk1/q4r1p/4p1p1/3p4/6R1/2P3Q1/P1B3PP/R6K w - - 4 29,a1e1 f7f1 e1f1 f8f1,884,100,86,113,backRankMate mate mateIn2 middlegame short,https://lichess.org/ckiCa3RI#57,
0EwZb,8/8/4p1p1/6P1/8/1K1k4/2p5/2B5 w - - 1 64,b3a4 e6e5 a4b3 e5e4 b3b2 e4e3 c1e3 d3e3,1432,78,93,5212,bishopEndgame crushing endgame quietMove veryLong,https://lichess.org/GlthDpz4#127,
0Ewbg,8/5p2/4k3/1p6/1P1KP3/8/8/8 b - - 0 50,e6d6 e4e5 d6e6 d4e4,1698,99,73,30,crushing defensiveMove endgame pawnEndgame short zugzwang,https://lichess.org/Uxm7h4Wi/black#100,
0Ewck,7k/6p1/p6p/R2Pp3/8/5PK1/1r4PP/8 b - - 0 35,b2b5 a5b5 a6b5 d5d6 h8g8 d6d7,1507,75,87,520,advancedPawn crushing endgame long rookEndgame,https://lichess.org/5osqdxp9/black#70,
0Ewcy,r2q1br1/ppp5/1n1pp2k/5QP1/5n2/8/PPP2P1P/RN2K1R1 b Q - 0 24,h6h5 f5h7 f8h6 h7h6,1843,102,65,94,fork mate mateIn2 middlegame short,https://lichess.org/xsnuLHJm/black#48,
0Ewgr,8/1R3pk1/4p3/4n1p1/6P1/4P3/5K2/8 w - - 6 51,b7b4 e5d3 f2f3 d3b4,882,80,100,193,crushing endgame fork short,https://lichess.org/MOqDRmy6#101,
0Ewhe,5k1r/p3ppbp/5np1/qb2B3/3p1Q2/1B6/PPP2PPP/R3K2R w KQ - 2 18,f4d2 a5d2 e1d2 f6e4 d2e1 g7e5,1323,79,83,770,attraction crushing discoveredAttack long middlegame,https://lichess.org/lAeda8g0#35,Sicilian_Defense Sicilian_Defense_Accelerated_Dragon
0Ewih,2kr3r/1pp2p2/p2b4/4qbP1/2Bn3p/P1N2R1P/1P2N1P1/R5QK w - - 4 21,g1d4 e5h2,1097,75,100,192,mate mateIn1 middlegame oneMove,https://lichess.org/MUXddhGS#41,
0Ewk6,r3r1k1/1p3ppp/2pq1n2/p3N1P1/P1pP1Q2/2N4P/1PP2P2/3K3R b - - 0 18,f6d5 f4f7 g8h8 f7e8 a8e8 e5f7 h8g8 f7d6,1936,75,83,100,advantage fork middlegame sacrifice veryLong,https://lichess.org/vXD6dH11/black#36,French_Defense French_Defense_Exchange_Variation
0Ewlh,8/6pb/4kp1p/PN1pp3/8/P1r3PP/4RKP1/8 b - - 3 36,c3b3 b5d4 e6d6 d4b3,1135,82,93,961,crushing endgame master pin short,https://lichess.org/GRHySNE3/black#72,
0EwnI,rnb2r2/pp2k1p1/2p1p2q/5P1P/2P5/3Q2p1/PP4K1/3R1R2 b - - 2 29,h6h5 d3d6 e7e8 d6d8 e8f7 f5e6 f7g6 d8f8,1727,74,74,116,advantage discoveredCheck doubleCheck fork middlegame veryLong,https://lichess.org/jHASKRPh/black#58,
0EwsH,r2q1Nk1/1b2b2n/p3p2Q/1pp5/4P1p1/P2P1R1P/1PP3P1/R5K1 b - - 0 21,h7f8 f3f4 d8d4 g1h1 e7d6 f4g4 g8f7 a1f1,2716,94,91,900,advantage defensiveMove exposedKing middlegame veryLong,https://lichess.org/eWUEXHvL/black#42,
0EwsY,8/p7/1pp2k1p/6pP/4K3/6N1/P7/8 b - - 2 41,a7a6 g3f5 g5g4 e4f4,2213,77,93,1164,crushing endgame knightEndgame short,https://lichess.org/Zi5scdaT/black#82,
0EwwH,4k3/8/p3K3/1p2P3/2p5/2P5/PP6/8 w - - 0 35,b2b3 b5b4 c3b4 c4c3,1725,76,95,11395,crushing endgame pawnEndgame short,https://lichess.org/jRbOljb4#69,
0Ewwy,8/4q1pp/2Q3k1/2p2p2/P7/5P2/3pr1PP/R4K2 b - - 5 32,g6g5 f3f4 g5h5 c6f3 h5g6 f3e2,1752,75,93,406,advantage endgame long,https://lichess.org/O7lmANfW/black#64,
0Ex1n,rn1qk2r/pp3ppp/2p5/3Pp1b1/8/2N2Q1P/PP3PP1/R3KB1R w KQkq - 0 12,d5c6 d8d2,1084,94,53,69,mate mateIn1 middlegame oneMove,https://lichess.org/lpv27vrs#23,Scandinavian_Defense Scandinavian_Defense_Marshall_Variation
0Ex4j,1R6/8/7p/2k5/4B1PP/1p2p3/8/1r4K1 w - - 1 43,g1g2 e3e2 e4b1 e2e1q,1292,77,97,4741,advancedPawn advantage endgame master promotion short,https://lichess.org/aaJtJvuZ#85,
0Ex55,5rk1/R7/1p2p2p/4P1p1/3P2B1/4n2P/PP2Q2P/5qK1 w - - 5 40,e2f1 f8f1,1026,101,95,2261,endgame mate mateIn1 oneMove,https://lichess.org/TG3ZDp7Y#79,
0Ex7l,r1b2k2/2p4Q/p1n1p3/1p1pP1q1/3P2P1/5r2/PPB2P2/RN2K2R w KQ - 1 18,c2g6 g5c1 e1e2 c6d4,1536,76,94,2636,cornerMate mate mateIn2 middlegame short,https://lichess.org/84Zifh7Q#35,Nimzowitsch_Defense Nimzowitsch_Defense_Scandinavian_Variation
0ExCS,6R1/7n/3N2k1/7r/7p/8/7K/8 b - - 8 64,g6h6 d6f7,1291,155,39,53,cornerMate endgame master mate mateIn1 oneMove,https://lichess.org/nd8zvGzm/black#128,
0ExMd,r5k1/1p4bp/3Q2p1/3P1p2/8/4q1P1/4P2P/1R3RK1 w - - 0 24,g1h1 e3e4 f1f3 e4b1,1148,76,100,421,advantage deflection endgame master short,https://lichess.org/Op2Xz6LX#47,
0ExW4,1rb2rk1/p3ppb1/2pp2p1/4n1BP/4P2P/2PB1P2/PqQN4/1R2K2R b K - 1 16,e5f3 d2f3 b2b1 c2b1 b8b1 d3b1,954,88,95,288,advantage hangingPiece long middlegame,https://lichess.org/vlFHqK7K/black#32,Sicilian_Defense Sicilian_Defense_Dragon_Variation
0ExWO,6k1/5ppp/1pN3n1/1P1P4/2N2bQ1/1P4PP/5q2/7K b - - 6 38,f4g3 g4c8 g6f8 c6e7 g8h8 c8f8,976,75,97,1393,deflection endgame long mate mateIn3,https://lichess.org/jSkv6enS/black#76,
0ExXa,5k1r/p4ppp/1pB5/1P6/2P5/4q3/1Q3n1P/2KR3R w - - 2 27,d1d2 f2d3 c1d1 d3b2,1179,75,100,379,advantage fork middlegame short,https://lichess.org/ekt2Mein#53,
0ExZH,r7/7p/1r3k2/p7/R5P1/4NPK1/7P/8 b - - 7 37,b6b4 e3d5 f6e6 d5b4,1398,98,62,29,crushing endgame fork short,https://lichess.org/C9j2OPOW/black#74,
0ExcB,r1b2b1r/pp2kpp1/5q1p/1BP1p3/1P6/4pP2/P1P3PP/R2QK1NR w KQ - 2 12,g1e2 f6h4 e2g3 h4b4,1433,80,80,472,crushing middlegame short,https://lichess.org/iFcWYJXE#23,Queens_Pawn_Game Queens_Pawn_Game_Veresov
0Exgd,r1bqr1k1/p1p2ppp/2p2n2/4P1B1/1b6/2pB4/PPP2PPP/R2QR1K1 w - - 0 12,e5f6 e8e1 d1e1 c3b2 d3h7 g8h7,2030,76,94,10845,advancedPawn crushing long middlegame,https://lichess.org/ORoOLC8N#23,Scotch_Game Scotch_Game_Schmidt_Variation
0ExhE,6k1/R7/7p/4B3/5P1K/1b5P/p7/1r6 b - - 8 50,b3f7 a7a8 f7e8 a8e8 g8f7 e8a8,1666,142,40,8,crushing endgame exposedKing long,https://lichess.org/yECoGSnR/black#100,
0ExhR,8/P6k/3pp3/6B1/4bP2/2p5/6P1/7K w - - 1 42,h1h2 h7g6 h2h3 c3c2 h3h4 e4g2 f4f5 g6f5 a7a8r g2a8,2453,82,84,127,advancedPawn bishopEndgame crushing endgame veryLong,https://lichess.org/54fxx75f#83,
0Exj6,5k2/3p4/pK1R4/1p2Pb2/1P4n1/P5P1/2r5/R7 b - - 14 46,g4e5 d6f6 f8e7 f6f5,814,82,85,85,advantage endgame fork short,https://lichess.org/jfaV5TYi/black#92,
0Exkw,3rr2k/1pp1b2p/p1qpB3/4B2p/PP3Q2/2P5/6PP/R2R2K1 b - - 0 35,d6e5 f4e5 e7f6 e5f6,974,106,95,1009,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/N8rs1Sju/black#70,
0ExoU,r1b1k2r/ppp2ppp/2p5/4P3/3PP3/1Pn5/P4QPP/RNqBK2R w KQkq - 0 18,b1c3 c1c3 f2d2 c3a1 e1g1 c6c5,2221,75,93,592,advantage fork long middlegame,https://lichess.org/cxUm4Wet#35,Petrovs_Defense Petrovs_Defense_Stafford_Gambit
0ExoY,rn1qkb1r/pp3ppp/2bp4/3Qp3/4P3/5PN1/PPP3PP/R1B1KB1R w KQkq - 1 10,f1b5 d8a5 c1d2 a5b5 d5b5 c6b5,1284,79,93,4748,crushing long opening,https://lichess.org/2cQpPQh8#19,Englund_Gambit_Complex_Declined Englund_Gambit_Complex_Declined_Other_variations
0Expr,rn1qkbnr/pbpppp1p/1p6/8/4P3/3P1QP1/PPP2PBP/RNB1K2R b KQkq - 0 6,f7f6 f3h5,690,84,95,392,mate mateIn1 oneMove opening,https://lichess.org/dFLg5LgU/black#12,Zukertort_Opening Zukertort_Opening_Queenside_Fianchetto_Variation
0ExqD,4r1k1/5pp1/3p4/Pp1Bp1bb/4P3/1Q1P3q/3N1P1N/4R2K w - - 6 27,d2f1 h5f3 h1g1 h3g2,998,76,100,148,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/yRPGQY3E#53,
0Exrq,2r4k/pp4pp/4Q3/3p4/7b/B1P5/P2q2PP/5R1K b - - 0 27,c8g8 e6g8 h8g8 f1f8,1299,77,93,1323,attraction endgame mate mateIn2 operaMate sacrifice short,https://lichess.org/Cx8CNALJ/black#54,
0ExsA,r7/p5k1/2p1p3/3p1pp1/3P4/1P2PPn1/PB4P1/5RK1 w - - 1 28,f1c1 g3e2 g1f1 e2c1,696,100,93,663,crushing endgame fork short,https://lichess.org/xv7tT34a#55,
0ExtJ,r1bq1rk1/p4ppp/3b1n2/2p5/2P5/2BQ1N2/P2N1PPP/R4RK1 w - - 2 18,d2e4 d6h2 f3h2 d8d3,1482,75,98,611,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/tBT6LVlQ#35,Polish_Opening Polish_Opening_Other_variations
0Exvg,rnbq1rk1/pppp1ppp/4p3/8/3PnP2/2BQ4/PPP3PP/R3KBNR b KQ - 1 7,d8h4 g2g3 e4g3 d3g3 h4g3 h2g3,1431,80,93,1863,advantage defensiveMove long opening,https://lichess.org/X192pDPk/black#14,Indian_Defense Indian_Defense_Other_variations
0Exvp,8/1p6/3rk1p1/4p2p/4Pp2/PR5P/1P3P1P/6K1 w - - 0 43,b3b7 f4f3 b7b6 d6b6,1567,75,90,596,crushing endgame rookEndgame short,https://lichess.org/6VUnJEiX#85,
0Exwl,4r1k1/pp3pbp/1q2r1p1/8/3n1B2/1P3N2/P1Q2PPP/2R1R1K1 w - - 5 22,f3d4 e6e1 c1e1 e8e1,998,78,91,115,backRankMate mate mateIn2 middlegame short,https://lichess.org/jtKCVCy0#43,
0Exy8,5Q2/kbp5/1P2p3/1P1pPp2/3P1P2/5q2/2KB2p1/8 b - - 0 52,a7b6 f8c5,886,101,94,629,endgame mate mateIn1 oneMove,https://lichess.org/zZmgyvEP/black#104,
0Exzv,r1bk1b1r/p1p2pp1/1pp4p/4Pn2/8/2N2N1P/PPP2PP1/R1BR2K1 b - - 1 11,c8d7 g2g4 f5e7 e5e6 f7e6 f3e5,2673,116,89,1217,crushing long middlegame pin,https://lichess.org/ZuAgJTkI/black#22,Ruy_Lopez Ruy_Lopez_Berlin_Defense
